Flight Details,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,Class,Price,From,To
2024-01-08//PA007//New York-Perth//Economy//2300,Yes,1,Vegetarian,2024-01-08,PA007,Economy,2300.0,New York,Perth
2024-08-19//PA002//New York-London//First Class//213,Yes,0,Vegetarian,2024-08-19,PA002,First Class,213.0,New York,London
2024-06-28//PA009//New York-Tokyo//Economy//2850,Yes,1,Vegetarian,2024-06-28,PA009,Economy,2850.0,New York,Tokyo
2024-11-23//PA003//London-Perth//First Class//646,Yes,1,Vegan,2024-11-23,PA003,First Class,646.0,London,Perth
2024-08-11//PA012//Tokyo-Perth//Premium Economy//1140,Yes,2,Egg Free,2024-08-11,PA012,Premium Economy,1140.0,Tokyo,Perth
2024-05-02//PA009//New York-Tokyo//Business Class//706.79999999999995,Yes,0,Egg Free,2024-05-02,PA009,Business Class,706.8,New York,Tokyo
2024-07-18//PA007//New York-Perth//Business Class//709.19999999999993,Yes,2,Nut Free,2024-07-18,PA007,Business Class,709.2,New York,Perth
2024-11-25//PA003//London-Perth//Economy//2155,Yes,2,Nut Free,2024-11-25,PA003,Economy,2155.0,London,Perth
2024-06-10//PA001//London-New York//Premium Economy//665,Yes,0,,2024-06-10,PA001,Premium Economy,665.0,London,New York
2024-10-20//PA001//London-New York//Business Class//451.19999999999999,Yes,2,Dairy Free,2024-10-20,PA001,Business Class,451.2,London,New York
2024-04-16//PA009//New York-Tokyo//Business Class//282,Yes,2,Vegan,2024-04-16,PA009,Business Class,282.0,New York,Tokyo
2024-12-26//PA006//Tokyo-London//Economy//2395,Yes,0,Dairy Free,2024-12-26,PA006,Economy,2395.0,Tokyo,London
2024-03-26//PA011//Perth-Tokyo//First Class//645,Yes,3,Egg Free,2024-03-26,PA011,First Class,645.0,Perth,Tokyo
2024-06-23//PA007//New York-Perth//First Class//666,Yes,1,Egg Free,2024-06-23,PA007,First Class,666.0,New York,Perth
2024-09-09//PA012//Tokyo-Perth//Business Class//265.19999999999999,Yes,1,,2024-09-09,PA012,Business Class,265.2,Tokyo,Perth
2024-08-15//PA006//Tokyo-London//Economy//1515,Yes,0,Egg Free,2024-08-15,PA006,Economy,1515.0,Tokyo,London
2024-09-09//PA009//New York-Tokyo//Premium Economy//1557.5,Yes,1,Dairy Free,2024-09-09,PA009,Premium Economy,1557.5,New York,Tokyo
2024-04-07//PA003//London-Perth//Premium Economy//1727.5,Yes,1,,2024-04-07,PA003,Premium Economy,1727.5,London,Perth
2024-04-30//PA009//New York-Tokyo//Economy//1220,Yes,3,Vegetarian,2024-04-30,PA009,Economy,1220.0,New York,Tokyo
2024-10-28//PA010//Tokyo-New York//Business Class//796.79999999999995,Yes,2,Dairy Free,2024-10-28,PA010,Business Class,796.8,Tokyo,New York
2024-04-16//PA008//Perth-New York//Economy//2235,Yes,1,Egg Free,2024-04-16,PA008,Economy,2235.0,Perth,New York
2024-08-27//PA003//London-Perth//First Class//694,Yes,0,Dairy Free,2024-08-27,PA003,First Class,694.0,London,Perth
2024-02-06//PA012//Tokyo-Perth//Premium Economy//570,Yes,2,Dairy Free,2024-02-06,PA012,Premium Economy,570.0,Tokyo,Perth
2024-09-03//PA009//New York-Tokyo//Premium Economy//840,Yes,0,Nut Free,2024-09-03,PA009,Premium Economy,840.0,New York,Tokyo
2024-12-31//PA002//New York-London//Premium Economy//677.5,Yes,3,Nut Free,2024-12-31,PA002,Premium Economy,677.5,New York,London
2024-08-28//PA003//London-Perth//Premium Economy//505,Yes,3,,2024-08-28,PA003,Premium Economy,505.0,London,Perth
2024-10-23//PA001//London-New York//Economy//1155,Yes,1,Egg Free,2024-10-23,PA001,Economy,1155.0,London,New York
2024-10-02//PA011//Perth-Tokyo//Business Class//679.19999999999993,Yes,3,Nut Free,2024-10-02,PA011,Business Class,679.2,Perth,Tokyo
2024-04-01//PA008//Perth-New York//Premium Economy//1530,Yes,1,Vegetarian,2024-04-01,PA008,Premium Economy,1530.0,Perth,New York
2024-05-09//PA002//New York-London//Economy//2585,Yes,1,Egg Free,2024-05-09,PA002,Economy,2585.0,New York,London
2024-04-25//PA006//Tokyo-London//Economy//1650,Yes,3,Egg Free,2024-04-25,PA006,Economy,1650.0,Tokyo,London
2024-05-03//PA011//Perth-Tokyo//Business Class//627.60000000000002,Yes,2,Egg Free,2024-05-03,PA011,Business Class,627.6,Perth,Tokyo
2024-06-20//PA001//London-New York//First Class//456,Yes,3,Vegetarian,2024-06-20,PA001,First Class,456.0,London,New York
2024-10-09//PA012//Tokyo-Perth//Premium Economy//980,Yes,1,Egg Free,2024-10-09,PA012,Premium Economy,980.0,Tokyo,Perth
2024-05-06//PA006//Tokyo-London//Premium Economy//832.5,Yes,3,Egg Free,2024-05-06,PA006,Premium Economy,832.5,Tokyo,London
2024-08-05//PA007//New York-Perth//Economy//1765,Yes,1,Vegetarian,2024-08-05,PA007,Economy,1765.0,New York,Perth
2024-10-19//PA002//New York-London//Premium Economy//650,Yes,1,Vegan,2024-10-19,PA002,Premium Economy,650.0,New York,London
2024-10-03//PA007//New York-Perth//First Class//694,Yes,3,Nut Free,2024-10-03,PA007,First Class,694.0,New York,Perth
2024-08-24//PA006//Tokyo-London//Premium Economy//1447.5,Yes,3,,2024-08-24,PA006,Premium Economy,1447.5,Tokyo,London
2024-11-19//PA005//London-Tokyo//First Class//238,Yes,0,Vegetarian,2024-11-19,PA005,First Class,238.0,London,Tokyo
2024-06-19//PA006//Tokyo-London//Economy//1705,Yes,2,Dairy Free,2024-06-19,PA006,Economy,1705.0,Tokyo,London
2024-09-11//PA004//Perth-London//Premium Economy//922.5,Yes,2,Vegetarian,2024-09-11,PA004,Premium Economy,922.5,Perth,London
2024-07-18//PA008//Perth-New York//First Class//395,Yes,2,Dairy Free,2024-07-18,PA008,First Class,395.0,Perth,New York
2024-05-03//PA001//London-New York//First Class//567,Yes,2,Vegan,2024-05-03,PA001,First Class,567.0,London,New York
2024-02-07//PA009//New York-Tokyo//Business Class//421.19999999999999,Yes,0,Vegetarian,2024-02-07,PA009,Business Class,421.2,New York,Tokyo
2024-08-06//PA002//New York-London//Business Class//586.79999999999995,Yes,1,Vegetarian,2024-08-06,PA002,Business Class,586.8,New York,London
2024-12-13//PA009//New York-Tokyo//Business Class//604.79999999999995,Yes,1,Vegan,2024-12-13,PA009,Business Class,604.8,New York,Tokyo
2024-07-04//PA007//New York-Perth//Premium Economy//1080,Yes,3,Vegan,2024-07-04,PA007,Premium Economy,1080.0,New York,Perth
2024-07-01//PA004//Perth-London//Economy//1235,Yes,1,Vegan,2024-07-01,PA004,Economy,1235.0,Perth,London
2024-08-13//PA011//Perth-Tokyo//Business Class//768,Yes,3,Nut Free,2024-08-13,PA011,Business Class,768.0,Perth,Tokyo
2024-12-16//PA002//New York-London//Premium Economy//620,Yes,2,Egg Free,2024-12-16,PA002,Premium Economy,620.0,New York,London
2024-02-28//PA006//Tokyo-London//Economy//1695,Yes,0,Dairy Free,2024-02-28,PA006,Economy,1695.0,Tokyo,London
2024-11-19//PA002//New York-London//Business Class//375.59999999999997,Yes,0,Nut Free,2024-11-19,PA002,Business Class,375.6,New York,London
2024-02-27//PA009//New York-Tokyo//Business Class//369.59999999999997,Yes,1,Dairy Free,2024-02-27,PA009,Business Class,369.6,New York,Tokyo
2024-02-08//PA006//Tokyo-London//Economy//1310,Yes,1,Dairy Free,2024-02-08,PA006,Economy,1310.0,Tokyo,London
2024-02-14//PA010//Tokyo-New York//Premium Economy//1107.5,Yes,1,Vegetarian,2024-02-14,PA010,Premium Economy,1107.5,Tokyo,New York
2024-08-15//PA012//Tokyo-Perth//Business Class//507.59999999999997,Yes,1,Vegan,2024-08-15,PA012,Business Class,507.6,Tokyo,Perth
2024-03-07//PA001//London-New York//Economy//2960,Yes,1,Egg Free,2024-03-07,PA001,Economy,2960.0,London,New York
2024-10-30//PA010//Tokyo-New York//Business Class//402,Yes,2,Nut Free,2024-10-30,PA010,Business Class,402.0,Tokyo,New York
2024-05-01//PA002//New York-London//First Class//277,Yes,3,Dairy Free,2024-05-01,PA002,First Class,277.0,New York,London
2024-12-26//PA008//Perth-New York//Business Class//475.19999999999999,Yes,1,Vegan,2024-12-26,PA008,Business Class,475.2,Perth,New York
2024-07-25//PA012//Tokyo-Perth//Economy//3115,Yes,2,,2024-07-25,PA012,Economy,3115.0,Tokyo,Perth
2024-09-07//PA009//New York-Tokyo//Economy//3310,Yes,0,Vegetarian,2024-09-07,PA009,Economy,3310.0,New York,Tokyo
2024-07-22//PA006//Tokyo-London//Premium Economy//602.5,Yes,2,,2024-07-22,PA006,Premium Economy,602.5,Tokyo,London
2024-03-14//PA005//London-Tokyo//Premium Economy//1457.5,Yes,3,Dairy Free,2024-03-14,PA005,Premium Economy,1457.5,London,Tokyo
2024-08-27//PA007//New York-Perth//Business Class//726,Yes,3,Dairy Free,2024-08-27,PA007,Business Class,726.0,New York,Perth
2024-09-23//PA009//New York-Tokyo//Premium Economy//1275,Yes,2,Nut Free,2024-09-23,PA009,Premium Economy,1275.0,New York,Tokyo
2024-10-10//PA002//New York-London//Economy//3000,Yes,1,Vegan,2024-10-10,PA002,Economy,3000.0,New York,London
2024-06-12//PA009//New York-Tokyo//Premium Economy//1715,Yes,0,Vegan,2024-06-12,PA009,Premium Economy,1715.0,New York,Tokyo
2024-08-31//PA004//Perth-London//First Class//599,Yes,0,Egg Free,2024-08-31,PA004,First Class,599.0,Perth,London
2024-01-28//PA001//London-New York//Premium Economy//1395,Yes,0,Vegetarian,2024-01-28,PA001,Premium Economy,1395.0,London,New York
2024-05-26//PA003//London-Perth//Economy//2455,Yes,3,Dairy Free,2024-05-26,PA003,Economy,2455.0,London,Perth
2024-08-28//PA004//Perth-London//Economy//3050,Yes,3,Egg Free,2024-08-28,PA004,Economy,3050.0,Perth,London
2024-01-03//PA011//Perth-Tokyo//Economy//3500,Yes,2,Nut Free,2024-01-03,PA011,Economy,3500.0,Perth,Tokyo
2024-12-23//PA006//Tokyo-London//Business Class//480,Yes,2,Dairy Free,2024-12-23,PA006,Business Class,480.0,Tokyo,London
2024-11-10//PA007//New York-Perth//Premium Economy//1070,Yes,3,Vegetarian,2024-11-10,PA007,Premium Economy,1070.0,New York,Perth
2024-03-26//PA003//London-Perth//Business Class//508.79999999999995,Yes,1,Dairy Free,2024-03-26,PA003,Business Class,508.8,London,Perth
2024-12-14//PA011//Perth-Tokyo//Premium Economy//1310,Yes,3,Vegetarian,2024-12-14,PA011,Premium Economy,1310.0,Perth,Tokyo
2024-07-10//PA005//London-Tokyo//Business Class//787.19999999999993,Yes,3,Dairy Free,2024-07-10,PA005,Business Class,787.2,London,Tokyo
2024-10-31//PA002//New York-London//First Class//275,Yes,1,Nut Free,2024-10-31,PA002,First Class,275.0,New York,London
2024-05-14//PA008//Perth-New York//Premium Economy//1477.5,Yes,1,Nut Free,2024-05-14,PA008,Premium Economy,1477.5,Perth,New York
2024-04-04//PA009//New York-Tokyo//Economy//3175,Yes,0,Vegetarian,2024-04-04,PA009,Economy,3175.0,New York,Tokyo
2024-06-20//PA006//Tokyo-London//First Class//200,Yes,2,Dairy Free,2024-06-20,PA006,First Class,200.0,Tokyo,London
2024-02-13//PA004//Perth-London//Premium Economy//752.5,Yes,0,,2024-02-13,PA004,Premium Economy,752.5,Perth,London
2024-05-14//PA006//Tokyo-London//Premium Economy//990,Yes,2,Egg Free,2024-05-14,PA006,Premium Economy,990.0,Tokyo,London
2024-10-29//PA001//London-New York//First Class//216,Yes,0,Nut Free,2024-10-29,PA001,First Class,216.0,London,New York
2024-02-10//PA005//London-Tokyo//First Class//681,Yes,1,Vegetarian,2024-02-10,PA005,First Class,681.0,London,Tokyo
2024-08-13//PA008//Perth-New York//First Class//506,Yes,2,Nut Free,2024-08-13,PA008,First Class,506.0,Perth,New York
2024-04-03//PA001//London-New York//Business Class//298.80000000000001,Yes,0,Vegan,2024-04-03,PA001,Business Class,298.8,London,New York
2024-06-19//PA009//New York-Tokyo//Premium Economy//1275,Yes,1,,2024-06-19,PA009,Premium Economy,1275.0,New York,Tokyo
2024-03-07//PA009//New York-Tokyo//Business Class//332.39999999999998,Yes,3,Egg Free,2024-03-07,PA009,Business Class,332.4,New York,Tokyo
2024-08-30//PA005//London-Tokyo//Economy//3315,Yes,3,Nut Free,2024-08-30,PA005,Economy,3315.0,London,Tokyo
2024-06-03//PA002//New York-London//Economy//1230,Yes,0,Vegetarian,2024-06-03,PA002,Economy,1230.0,New York,London
2024-10-01//PA002//New York-London//Economy//2415,Yes,0,Vegan,2024-10-01,PA002,Economy,2415.0,New York,London
2024-04-24//PA012//Tokyo-Perth//Premium Economy//535,Yes,2,Vegan,2024-04-24,PA012,Premium Economy,535.0,Tokyo,Perth
2024-06-20//PA001//London-New York//Premium Economy//930,Yes,0,Vegan,2024-06-20,PA001,Premium Economy,930.0,London,New York
2024-10-09//PA003//London-Perth//Economy//3415,Yes,3,Vegetarian,2024-10-09,PA003,Economy,3415.0,London,Perth
2024-10-20//PA005//London-Tokyo//First Class//514,Yes,1,Nut Free,2024-10-20,PA005,First Class,514.0,London,Tokyo
2024-02-15//PA009//New York-Tokyo//Economy//2980,Yes,0,,2024-02-15,PA009,Economy,2980.0,New York,Tokyo
2024-01-15//PA008//Perth-New York//Business Class//502.79999999999995,Yes,3,Vegan,2024-01-15,PA008,Business Class,502.8,Perth,New York
2024-08-16//PA010//Tokyo-New York//Economy//3265,Yes,2,Vegetarian,2024-08-16,PA010,Economy,3265.0,Tokyo,New York
2024-08-02//PA008//Perth-New York//Premium Economy//1550,Yes,1,Dairy Free,2024-08-02,PA008,Premium Economy,1550.0,Perth,New York
2024-07-13//PA005//London-Tokyo//Economy//1480,Yes,1,Vegetarian,2024-07-13,PA005,Economy,1480.0,London,Tokyo
2024-01-27//PA002//New York-London//Business Class//489.59999999999997,Yes,1,,2024-01-27,PA002,Business Class,489.6,New York,London
2024-09-19//PA002//New York-London//Premium Economy//635,Yes,1,Vegetarian,2024-09-19,PA002,Premium Economy,635.0,New York,London
2024-08-16//PA007//New York-Perth//Premium Economy//757.5,Yes,3,Egg Free,2024-08-16,PA007,Premium Economy,757.5,New York,Perth
2024-10-15//PA009//New York-Tokyo//Premium Economy//870,Yes,0,Dairy Free,2024-10-15,PA009,Premium Economy,870.0,New York,Tokyo
2024-03-12//PA007//New York-Perth//Business Class//434.39999999999998,Yes,1,Nut Free,2024-03-12,PA007,Business Class,434.4,New York,Perth
2024-04-15//PA003//London-Perth//Business Class//249.59999999999999,Yes,3,Egg Free,2024-04-15,PA003,Business Class,249.6,London,Perth
2024-05-13//PA004//Perth-London//Economy//2785,Yes,3,Vegan,2024-05-13,PA004,Economy,2785.0,Perth,London
2024-08-30//PA005//London-Tokyo//Business Class//811.19999999999993,Yes,3,Vegan,2024-08-30,PA005,Business Class,811.2,London,Tokyo
2024-10-01//PA004//Perth-London//First Class//510,Yes,1,Vegetarian,2024-10-01,PA004,First Class,510.0,Perth,London
2024-05-19//PA010//Tokyo-New York//Premium Economy//1555,Yes,2,Egg Free,2024-05-19,PA010,Premium Economy,1555.0,Tokyo,New York
2024-06-01//PA009//New York-Tokyo//First Class//274,Yes,3,Vegetarian,2024-06-01,PA009,First Class,274.0,New York,Tokyo
2024-05-11//PA005//London-Tokyo//Business Class//706.79999999999995,Yes,1,Egg Free,2024-05-11,PA005,Business Class,706.8,London,Tokyo
2024-09-12//PA008//Perth-New York//Economy//1315,Yes,0,Dairy Free,2024-09-12,PA008,Economy,1315.0,Perth,New York
2024-08-23//PA011//Perth-Tokyo//Economy//1160,Yes,1,Dairy Free,2024-08-23,PA011,Economy,1160.0,Perth,Tokyo
2024-09-23//PA012//Tokyo-Perth//Economy//3495,Yes,0,Egg Free,2024-09-23,PA012,Economy,3495.0,Tokyo,Perth
2024-07-27//PA003//London-Perth//Premium Economy//1232.5,Yes,1,,2024-07-27,PA003,Premium Economy,1232.5,London,Perth
2024-11-22//PA001//London-New York//Economy//1030,Yes,1,,2024-11-22,PA001,Economy,1030.0,London,New York
2024-05-29//PA010//Tokyo-New York//Economy//2765,Yes,3,Dairy Free,2024-05-29,PA010,Economy,2765.0,Tokyo,New York
2024-02-04//PA008//Perth-New York//Economy//1295,Yes,2,Egg Free,2024-02-04,PA008,Economy,1295.0,Perth,New York
2024-09-10//PA012//Tokyo-Perth//Business Class//420,Yes,2,Nut Free,2024-09-10,PA012,Business Class,420.0,Tokyo,Perth
2024-12-21//PA002//New York-London//Business Class//379.19999999999999,Yes,0,Dairy Free,2024-12-21,PA002,Business Class,379.2,New York,London
2024-12-25//PA003//London-Perth//First Class//473,Yes,0,,2024-12-25,PA003,First Class,473.0,London,Perth
2024-07-15//PA011//Perth-Tokyo//Premium Economy//1670,Yes,1,Vegan,2024-07-15,PA011,Premium Economy,1670.0,Perth,Tokyo
2024-12-09//PA003//London-Perth//First Class//602,Yes,2,Egg Free,2024-12-09,PA003,First Class,602.0,London,Perth
2024-09-20//PA010//Tokyo-New York//First Class//214,Yes,3,Dairy Free,2024-09-20,PA010,First Class,214.0,Tokyo,New York
2024-12-23//PA009//New York-Tokyo//Premium Economy//952.5,Yes,2,Egg Free,2024-12-23,PA009,Premium Economy,952.5,New York,Tokyo
2024-11-28//PA005//London-Tokyo//Economy//2830,Yes,3,Vegan,2024-11-28,PA005,Economy,2830.0,London,Tokyo
2024-12-03//PA002//New York-London//Business Class//710.39999999999998,Yes,1,Dairy Free,2024-12-03,PA002,Business Class,710.4,New York,London
2024-03-05//PA004//Perth-London//Economy//2655,Yes,2,Egg Free,2024-03-05,PA004,Economy,2655.0,Perth,London
2024-12-08//PA009//New York-Tokyo//First Class//644,Yes,0,Egg Free,2024-12-08,PA009,First Class,644.0,New York,Tokyo
2024-07-23//PA004//Perth-London//Economy//1360,Yes,3,Nut Free,2024-07-23,PA004,Economy,1360.0,Perth,London
2024-03-23//PA011//Perth-Tokyo//Premium Economy//572.5,Yes,2,Vegetarian,2024-03-23,PA011,Premium Economy,572.5,Perth,Tokyo
2024-03-25//PA004//Perth-London//Premium Economy//885,Yes,3,Egg Free,2024-03-25,PA004,Premium Economy,885.0,Perth,London
2024-05-18//PA008//Perth-New York//First Class//625,Yes,2,Egg Free,2024-05-18,PA008,First Class,625.0,Perth,New York
2024-03-29//PA002//New York-London//Economy//1515,Yes,2,,2024-03-29,PA002,Economy,1515.0,New York,London
2024-05-29//PA008//Perth-New York//Economy//3435,Yes,2,Egg Free,2024-05-29,PA008,Economy,3435.0,Perth,New York
2024-03-16//PA011//Perth-Tokyo//Economy//2305,Yes,2,Vegetarian,2024-03-16,PA011,Economy,2305.0,Perth,Tokyo
2024-08-07//PA006//Tokyo-London//Business Class//460.79999999999995,Yes,1,Dairy Free,2024-08-07,PA006,Business Class,460.8,Tokyo,London
2024-09-16//PA001//London-New York//Premium Economy//507.5,Yes,0,Nut Free,2024-09-16,PA001,Premium Economy,507.5,London,New York
2024-09-22//PA012//Tokyo-Perth//Economy//1550,Yes,1,Nut Free,2024-09-22,PA012,Economy,1550.0,Tokyo,Perth
2024-04-04//PA012//Tokyo-Perth//Business Class//583.19999999999993,Yes,1,Vegetarian,2024-04-04,PA012,Business Class,583.2,Tokyo,Perth
2024-08-28//PA011//Perth-Tokyo//Premium Economy//780,Yes,2,Vegan,2024-08-28,PA011,Premium Economy,780.0,Perth,Tokyo
2024-06-14//PA005//London-Tokyo//Business Class//421.19999999999999,Yes,0,,2024-06-14,PA005,Business Class,421.2,London,Tokyo
2024-06-27//PA007//New York-Perth//Economy//2060,Yes,1,Nut Free,2024-06-27,PA007,Economy,2060.0,New York,Perth
2024-11-08//PA002//New York-London//Premium Economy//865,Yes,3,Vegetarian,2024-11-08,PA002,Premium Economy,865.0,New York,London
2024-10-27//PA002//New York-London//Economy//2780,Yes,2,Egg Free,2024-10-27,PA002,Economy,2780.0,New York,London
2024-11-24//PA011//Perth-Tokyo//Business Class//415.19999999999999,Yes,3,Vegan,2024-11-24,PA011,Business Class,415.2,Perth,Tokyo
2024-03-27//PA003//London-Perth//Business Class//426,Yes,0,Egg Free,2024-03-27,PA003,Business Class,426.0,London,Perth
2024-09-11//PA010//Tokyo-New York//First Class//692,Yes,2,Vegetarian,2024-09-11,PA010,First Class,692.0,Tokyo,New York
2024-12-23//PA006//Tokyo-London//Premium Economy//1380,Yes,1,Egg Free,2024-12-23,PA006,Premium Economy,1380.0,Tokyo,London
2024-05-14//PA008//Perth-New York//Economy//2435,Yes,0,Vegetarian,2024-05-14,PA008,Economy,2435.0,Perth,New York
2024-07-03//PA012//Tokyo-Perth//Premium Economy//1582.5,Yes,1,Egg Free,2024-07-03,PA012,Premium Economy,1582.5,Tokyo,Perth
2024-03-14//PA008//Perth-New York//Premium Economy//1127.5,Yes,1,,2024-03-14,PA008,Premium Economy,1127.5,Perth,New York
2024-07-03//PA008//Perth-New York//Premium Economy//1457.5,Yes,1,Egg Free,2024-07-03,PA008,Premium Economy,1457.5,Perth,New York
2024-02-04//PA001//London-New York//Business Class//793.19999999999993,Yes,0,,2024-02-04,PA001,Business Class,793.2,London,New York
2024-07-12//PA007//New York-Perth//First Class//346,Yes,0,Dairy Free,2024-07-12,PA007,First Class,346.0,New York,Perth
2024-06-02//PA010//Tokyo-New York//Business Class//649.19999999999993,Yes,1,,2024-06-02,PA010,Business Class,649.2,Tokyo,New York
2024-09-28//PA003//London-Perth//Premium Economy//937.5,Yes,1,Egg Free,2024-09-28,PA003,Premium Economy,937.5,London,Perth
2024-08-09//PA004//Perth-London//Business Class//547.19999999999993,Yes,3,Vegetarian,2024-08-09,PA004,Business Class,547.2,Perth,London
2024-05-28//PA010//Tokyo-New York//Economy//3295,Yes,1,Egg Free,2024-05-28,PA010,Economy,3295.0,Tokyo,New York
2024-03-11//PA011//Perth-Tokyo//First Class//438,Yes,3,,2024-03-11,PA011,First Class,438.0,Perth,Tokyo
2024-07-26//PA005//London-Tokyo//Premium Economy//510,Yes,1,Dairy Free,2024-07-26,PA005,Premium Economy,510.0,London,Tokyo
2024-06-01//PA006//Tokyo-London//Business Class//782.39999999999998,Yes,0,Vegetarian,2024-06-01,PA006,Business Class,782.4,Tokyo,London
2024-03-28//PA010//Tokyo-New York//Business Class//568.79999999999995,Yes,3,Egg Free,2024-03-28,PA010,Business Class,568.8,Tokyo,New York
